title,artist
Hot Shower,Chance the Rapper
MAMMAMIA,Måneskin
Too Late,The Weeknd
Arigato,Julie Bergan
Stay Gold,BTS
Getting Over You,Lauv
Obsessed With You,Central Cee
I'm a Mess,Ed Sheeran
Eat Your Young,Hozier
IDOL,BTS
In2,WSTRN
WA DA DA,Kep1er
Ice Melts,Drake
You Gon’ Learn,Eminem
Ne reviens pas,Gradur
WAKA,6ix9ine
Can You Feel My Heart,Bring Me The Horizon
Dis-ease,BTS
All I Want For Christmas Is You - Original Version,Mariah Carey
Melodien,Capital Bra
LALALALA,Stray Kids
Queen of Kings,Alessandra
Calling For You,Drake
Fountains,Drake
Treasure,Bruno Mars
Simple,Florida Georgia Line
Muñecas,TINI
Ghost in the Machine,SZA
Auf & Ab,Montez
Coming Over,Dillon Francis
Drink About,Seeb
Goodbye,Feder
Blueberry Eyes,MAX
LA DURANGO,Peso Pluma
Hotel,Montell Fish
I Gotta Feeling,Black Eyed Peas
Benzema,Capital Bra
masquerade,siouxxie sixxsta
<3,Bad Bunny
Needle,Nicki Minaj
Saari Duniya Jalaa Denge,Jaani
MORE,K/DA
Crazy Over You,BLACKPINK
Mourning,Post Malone
TE DESEO LO MEJOR,Bad Bunny
Everything We Need,Kanye West
Enough Is Enough,Post Malone
The Planet,BTS
Stay,BTS
Renklensin,Reynmen
Overdrive,Post Malone
Beautiful Now,Zedd
Berzerk,Eminem
Only The Young - Featured in Miss Americana,Taylor Swift
so american,Olivia Rodrigo
The Heart Part 5,Kendrick Lamar
From Now On,Hugh Jackman
Ok Ok,Kanye West
Fútbol & Rumba,Anuel AA
Diamonds Dancing,Drake
Monëy so big,Yeat
People Pt.2,Agust D
Please Don't Change,Jung Kook
Love To Hate Me,BLACKPINK
Focus,Bazzi
Mejor Que Yo,Anuel AA
Sparks Fly (Taylor’s Version),Taylor Swift
"Sajni (From ""Laapataa Ladies"")",Ram Sampath
Jaded,Miley Cyrus
Undrunk,FLETCHER
She Knows,Ne-Yo
Better,ZAYN
On Time,Metro Boomin
My Blood,Twenty One Pilots
Special,SZA
CANCIÓN CON YANDEL,Yandel
Past Life,Trevor Daniel
Unaccommodating,Eminem
Straightenin,Migos
Jimmy Choo,Fetty Wap
Irresistible,Fall Out Boy
Kein Wort,Juju
Silly Watch,Lil Uzi Vert
Combatchy,Anitta
Tudo Ok,Thiaguinho MT
Quizás,Rich Music LTD
Fanática Sensual,Plan B
Chance,Paulo Londra
Here We Go… Again,The Weeknd
Blind Heart,CAZZETTE
Ateo,C. Tangana
MÁS DE UNA CITA,Bad Bunny
Bones,Galantis
Press,Cardi B
Ramen & OJ,Joyner Lucas
Freedom,Pharrell Williams
Best Friends,The Weeknd
Heaven and Hell,Kanye West
God Breathed,Kanye West
I Wish You Would (Taylor's Version),Taylor Swift
En La De Ella,Jhayco
The Heart Part 4,Kendrick Lamar
I Bet You Think About Me,Taylor Swift
Trampoline,SHAED
l e t . g o . m y . h a n d,J. Cole
INTRO,DaBaby
Hold On,Adele
Happy,Palisades
For Youth,BTS
No Child Left Behind,Kanye West
Bake Sale,Wiz Khalifa
All Night Parking,Adele
No Mistakes,Kanye West
MI FAI IMPAZZIRE,BLANCO
New Thang,Redfoo
Run,Taylor Swift
Back To Sleep,Chris Brown
Make My Love Go,Jay Sean
epiphany,Taylor Swift
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley
WILD,Troye Sivan
DUCKWORTH.,Kendrick Lamar
Baby,Joker Bra
Don't Worry Bout Me,Zara Larsson
blun7 a swishland,thasup
Speak Now (Taylor's Version),Taylor Swift
The Other Side (from Trolls World Tour),SZA
La Vida Sin Ti,Rels B
Propuesta Indecente,Romeo Santos
Beauty and the Beast,Ariana Grande
Lilith,Halsey
Bad Blood (Taylor's Version),Taylor Swift
Peak,Drake
Pink Skies,Zach Bryan
Careless Whisper,George Michael
MOONLIGHT SUNRISE,TWICE
Rise,Katy Perry
Nothing Really Matters - Afrojack Remix,Mr. Probz
Jealous - Remix,Nick Jonas
wherever u r,UMI
The Next Episode,Dr. Dre
9,Drake
Me Fije,Alex Rose
Bye Bye,Marshmello
Stranger Things,Kygo
Titanium,David Guetta
Samsara,Raaban
Yeah Yeah Yeah,BLACKPINK
Legacy,Offset
Love Me Less,MAX
Skepta Interlude,Drake
State Of Grace (Taylor's Version),Taylor Swift
Solo Pienso En Ti,Paulo Londra
Sleigh Ride,Ella Fitzgerald
High By The Beach,Lana Del Rey
Miss Americana & The Heartbreak Prince,Taylor Swift
22 (Taylor's Version),Taylor Swift
Run Away With Me,Carly Rae Jepsen
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS
SENTADÃO,PEDRO SAMPAIO
Daylight,Drake
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK
Lay Me Down,Sam Smith
Jealous,Labrinth
De Museo,Bad Bunny
Por Primera Vez,Camilo
Do You Mean,The Chainsmokers
MILLION DOLLAR BABY (VHS),Tommy Richman
Chlorine,Twenty One Pilots
Chico,Luísa Sonza
Rags2Riches 2,Rod Wave
Pong Dance,Vigiland
Use This Gospel,Kanye West
VOID,Melanie Martinez
Faith,The Weeknd
Dedicate,Lil Wayne
Pray to God,Calvin Harris
Tally,BLACKPINK
300 Noches,Belinda
Dear John (Taylor's Version),Taylor Swift
I Think He Knows,Taylor Swift
Is There More,Drake
Blue World,Mac Miller
Me & The Rhythm,Selena Gomez
Moonwalking in Calabasas,DDG
forget me too,mgk
Drama,aespa
Nada,Cali Y El Dandee
Copa Vacía,Shakira
MAFIA,Travis Scott
peace,Taylor Swift
Gosta De Rua - Ao Vivo,Felipe e Rodrigo
Wash Us In The Blood,Kanye West
Snowchild,The Weeknd
The Plan,Travis Scott
Me Arrepentí,Ak4:20
I LUV IT,Camila Cabello
Broadway Girls,Lil Durk
René,Residente
That's A Rack,Lil Uzi Vert
BLOW,Ed Sheeran
What About Me,Lil Wayne
Mess Is Mine,Vance Joy
Fear Of Heights,Drake
Olabilir,MERO
feel like shit,Tate McRae
Tell Your Friends,The Weeknd
Spotlight,Marshmello
TALKING,¥$
Nuestra Canción,Monsieur Periné
Ohne Dich,KASIMIR1441
Think U The Shit (Fart),Ice Spice
Shooting Stars,Bag Raiders
Eazy,The Game
Ain't It Different,Headie One
"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap
Open Arms,SZA
Help Me Out,Maroon 5
Burning,Sam Smith
Acquainted,The Weeknd
+Linda,Dalex
Real Life,The Weeknd
How You Get The Girl (Taylor's Version),Taylor Swift
Worldwide Steppers,Kendrick Lamar
I'm Gonna Be,Post Malone
Se Me Olvidó,Christian Nodal
Escape From LA,The Weeknd
Maria Mariah,JC NO BEAT
Facilita Aí,Zé Felipe
Homemade Dynamite - REMIX,Lorde
Babushka Boi,A$AP Rocky
One Thing At A Time,Morgan Wallen
Ya Te Olvide,Natanael Cano
Hasta Que Salga el Sol,Ozuna
Junya,Kanye West
Oxytocin,Billie Eilish
SCOOP,Lil Nas X
Hobby Hobby,MERO
Ferrari,Eno
Everybody,Nicki Minaj
Remote Control,Kanye West
Let Me Love You,Ariana Grande
I Know Places (Taylor's Version),Taylor Swift
Make It Rain,Pop Smoke
Dile la Verdad,The Rudeboyz
GODS,League of Legends
Cheyenne,Jason Derulo
all my friends,21 Savage
Barbie Dreams,Nicki Minaj
Can't Have Everything,Drake
Comin Out Strong,Future
Lemon,N.E.R.D
Glow,Drake
Fighting Demons,Juice WRLD
CIRCUS MAXIMUS,Travis Scott
X Gon' Give It To Ya,DMX
The Cut Off,J. Cole
Unconditionally,Katy Perry
Ultralight Beam,Kanye West
Churchill Downs,Jack Harlow
Na Raba Toma Tapão,Niack
Black Panther,Kendrick Lamar
DONDE SE APRENDE A QUERER?,Mora
Sugar Rush Ride,TOMORROW X TOGETHER
24,Kanye West
LUMBERJACK,"Tyler, The Creator"
Contra,Logic
Cornelia Street,Taylor Swift
Call It What You Want,Taylor Swift
Deu Onda,MC G15
Do What U Want,Lady Gaga
SORRY NOT SORRY,"Tyler, The Creator"
UNA NOCHE EN MEDELLÍN - REMIX,KAROL G
Up,Olly Murs
En El Radio Un Cochinero,Victor Cibrian
Private Landing,Don Toliver
Rudolph The Red-Nosed Reindeer,Burl Ives
Baile no Morro,MC Tairon
Up Up And Away,Juice WRLD
Deep End Freestyle,Sleepy Hallow
Nothings Into Somethings,Drake
Nerdesin,Ezhel
BRACKETS,J. Cole
Ela É do Tipo,MC Kevin o Chris
BADGYAL,SAIKO
SKITZO,Travis Scott
2step,Ed Sheeran
London Boy,Taylor Swift
Make It Right,BTS
My Mind & Me,Selena Gomez
Selfish,Justin Timberlake
Wonderland (Taylor's Version),Taylor Swift
Unterwegs,KITSCHKRIEG
PASIEMPRE,Tainy
RGF Island,Fetty Wap
Modern Loneliness,Lauv
Con Calma - Remix,Daddy Yankee
ENERGY,Beyoncé
House Party,Sam Hunt
Kids in Love,Kygo
Anaranjado,Jowell & Randy
shut up,Ariana Grande
Break My Stride,Matthew Wilder
Vacilão,Zé Felipe
Wake Up,Fetty Wap
TUYA,ROSALÍA
Just A Cloud Away,Pharrell Williams
Immortal,21 Savage
safety net,Ariana Grande
Burn,Juice WRLD
Not Shy,ITZY
Can't Be Broken,Lil Wayne
LA DROGA,Bad Bunny
El Taxi,"Osmani Garcia ""La Voz"""
Jumpsuit,Twenty One Pilots
Lose You,Drake
5% TINT,Travis Scott
Can I Be Him,James Arthur
I Know,Post Malone
Only Girl (In The World),Rihanna
JGL,La Adictiva
A$AP Forever,A$AP Rocky
Thinkin’ Bout Me,Morgan Wallen
Prinzessa,Capital Bra
Of The Night,Bastille
Paul - Skit,Paul Rosenberg
Pure Souls,Kanye West
Guardian angel,XXXTENTACION
Petrouchka,Soso Maness
Arson,j-hope
hoax,Taylor Swift
Treacherous Twins,Drake
Amen,Drake
Call On Me - Ryan Riback Remix,Starley
Saint,Huncho Jack
going down!,XXXTENTACION
Getting Older,Billie Eilish
BIZCOCHITO,ROSALÍA
Blaues Licht,RAF Camora
Beach House,The Chainsmokers
Heart Of Glass (Live from the iHeart Music Festival),Miley Cyrus
test drive,Ariana Grande
EVERY CHANCE I GET,DJ Khaled
The Story Of Us (Taylor's Version),Taylor Swift
Red Ruby Da Sleeze,Nicki Minaj
Freaks,Timmy Trumpet
Bad To You,Ariana Grande
Stay,Rihanna
Fr Fr,Wiz Khalifa
Crazy in Love,Sofia Karlberg
Man Of The Year,Juice WRLD
Billie Jean,Michael Jackson
A Lonely Night,The Weeknd
REPEAT IT,Lil Tecca
One,Ed Sheeran
KESI - Remix,Camilo
Balanço da Rede,Matheus Fernandes
Pills & Automobiles,Chris Brown
HOME,BTS
Rain,The Script
You Are The Reason,Calum Scott
SUMMER RENAISSANCE,Beyoncé
Internet,Post Malone
You Are In Love (Taylor's Version),Taylor Swift
La Mordidita,Ricky Martin
That's My Girl,Fifth Harmony
2 Much,Justin Bieber
City Of Stars,Ryan Gosling
1400 / 999 Freestyle,Trippie Redd
JUGGERNAUT,"Tyler, The Creator"
Mean (Taylor's Version),Taylor Swift
Tennis Court,Lorde
Leaving Heaven,Eminem
Heroes (we could be),Alesso
GANG GANG,JACKBOYS
I DID IT,DJ Khaled
CHopstix,ScHoolboy Q
Billie Bossa Nova,Billie Eilish
Ain't No Mountain High Enough,Marvin Gaye
Top Off,DJ Khaled
Sweet Melody,Little Mix
Party,Chris Brown
Screw Juice,Juice WRLD
Buscando Money,TWENTY SIX
A Tu Manera,Junior H
Fortunate Son,Creedence Clearwater Revival
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift
Fim de Semana no Rio,Teto
Gold Roses,Rick Ross
Love Me Like You,Little Mix
Winter Wonderland,Bing Crosby
Winter Wonderland - Remastered,Bing Crosby
Deserve You,Justin Bieber
Middle of the Ocean,Drake
MEGATRON,Nicki Minaj
EL TONTO,Lola Indigo
Work B**ch,Britney Spears
Could You Be Loved,Bob Marley & The Wailers
Deutschland,Rammstein
Wish You The Best,Lewis Capaldi
Real Love,Clean Bandit
Hummingbird (Metro Boomin & James Blake),Metro Boomin
Last Christmas,Ariana Grande
I Got the Keys,DJ Khaled
AHORA QUÉ,Quevedo
Homecoming,Lil Uzi Vert
Ratchet Happy Birthday,Drake
Girls Need Love,Summer Walker
Purple Hearts,Kendrick Lamar
nasty,Ariana Grande
Filter,BTS
Waiting On A Miracle,Stephanie Beatriz
A&W,Lana Del Rey
7969 Santa,Drake
Popopop,Gambi
Whole Heart,Gryffin
Price On My Head,NAV
Where Were You In The Morning?,Shawn Mendes
CANDY,ROSALÍA
Ring,Cardi B
Can't Die,Juice WRLD
Just for me,PinkPantheress
I'll Wait,Kygo
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Nicki Nicole
Castles Crumbling,Taylor Swift
infinity (888),XXXTENTACION
I'M ON ONE,Future
Desperado,Rihanna
Stand By Me,Lil Durk
Canudinho - Ao Vivo,Gusttavo Lima
Alone,Marshmello
VOU 787,Bad Bunny
I Want It,Juice WRLD
Do We Have A Problem?,Nicki Minaj
All I Know,The Weeknd
MILLE,Fedez
Death By A Thousand Cuts,Taylor Swift
Think Before I Talk,Astrid S
You Never Know,BLACKPINK
Love You Goodbye,One Direction
Had Enough,Don Toliver
Numb Numb Juice,ScHoolboy Q
Just Give Me a Reason,P!nk
Jump,Julia Michaels
NC-17,Travis Scott
Nice Guy,Eminem
When I’m Gone,Alesso
Imitadora,Romeo Santos
I'm Sorry,Lil Uzi Vert
B.S.,Jhené Aiko
Save Me,XXXTENTACION
The Manuscript,Taylor Swift
DEATH,Melanie Martinez
WHAT TO DO?,JACKBOYS
This Is Halloween,Disney Characters
Die A Happy Man,Thomas Rhett
Como Si No Importara,Emilia
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole
CRAZYZ,Fuerza Regida
Electric Touch,Taylor Swift
Texts Go Green,Drake
Alien,Sabrina Carpenter
Wonderwall,Oasis
Im Gonna Be,Post Malone
Loca Remix,KHEA
No More Sad Songs,Little Mix
Yankee 150,Yandel
Fire & Desire,Drake
Lil Boo Thang,Paul Russell
Consideration,Rihanna
Jhoome Jo Pathaan,Vishal-Shekhar
Hot Shit,Cardi B
Don't Know What To Do,BLACKPINK
ALWAYS DO,The Kid LAROI
679,Fetty Wap
Mask Off - Remix,Future
PLEBADA,El Alfa
8am in Charlotte,Drake
El Clavo,Prince Royce
Prices,Lil Uzi Vert
Nico And The Niners,Twenty One Pilots
When Emma Falls in Love (Taylor’s Version) (From The Vault),Taylor Swift
Lifestyle,Jason Derulo
Tip Toe,Roddy Ricch
DDU-DU DDU-DU,BLACKPINK
happiness,Taylor Swift
No Frauds,Nicki Minaj
Jonestown (Interlude),Post Malone
Dionysus,BTS
In Too Deep,Eminem
Desire,Calvin Harris
Remember,Becky Hill
Mami Chula,Jhayco
LOS PITS,Bad Bunny
Get Used To It,Justin Bieber
I Didn't Change My Number,Billie Eilish
maybe,mgk
Attention,The Weeknd
Heatin Up,Lil Baby
Opps,Vince Staples
I Don't Do Drugs,Doja Cat
a p p l y i n g . p r e s s u r e,J. Cole
Change,J. Cole
PASS OUT,Quavo
U With Me?,Drake
Living Proof,Camila Cabello
WHO? WHAT!,Travis Scott
We Are,Justin Bieber
Who Want Smoke??,Nardo Wick
Window Pain - Outro,J. Cole
my hair,Ariana Grande
SKELETONS,Travis Scott
Saturn Returns Interlude,Ariana Grande
Fantasía,Ozuna
Shoong!,TAEYANG
New Flame,Chris Brown
What a Feeling,One Direction
Try,Colbie Caillat
Bubbly,Young Thug
INFERNO,Sub Urban
Almost (Sweet Music),Hozier
Kokain,Bonez MC
Mds,Kawe
Coração Na Cama,Hugo & Guilherme
OA,Anuel AA
RUBICON,Peso Pluma
Robin,Taylor Swift
Sígueme Y Te Sigo,Daddy Yankee
What Other People Say,Sam Fischer
Glock In My Lap,21 Savage
Yebba’s Heartbreak,Drake
RUNNING OUT OF TIME,"Tyler, The Creator"
Em Calls Paul - Skit,Eminem
FML,Kanye West
In Ha Mood,Ice Spice
goodbye,Billie Eilish
Old Town Road - Remix,Lil Nas X
Forever Alone,Paulo Londra
As the World Caves In,Sarah Cothran
Die For You,Justin Bieber
ASTROTHUNDER,Travis Scott
Devil Eyes,Hippie Sabotage
Drugs & The Internet,Lauv
Inside the Lines,Mike Perry
You Only Live Twice,Drake
My Boo - Hitman's Club Mix,Ghost Town DJs
ACHO PR,Bad Bunny
LOST FOREVER,Travis Scott
Make You Feel My Love,Adele
Playing Games,Summer Walker
Loca,Maite Perroni
Don't You Need Somebody,RedOne
Jumbotron Shit Poppin,Drake
Frosty The Snowman,Ella Fitzgerald
LOOOVE,Travis Scott
Standing Next to You - Sped Up - Remix,Beat Record
XO,Beyoncé
Komet,Udo Lindenberg
Scooby Doo Pa Pa,Dj Kass
The 30th,Billie Eilish
Loved By You,Justin Bieber
4th Dimension,KIDS SEE GHOSTS
Love To Lay,The Weeknd
Selfish Love,DJ Snake
Sie weiß,AYLIVA
Lifestyle,Rich Gang
Foolish One (Taylor’s Version) (From The Vault),Taylor Swift
Nothing Without You,The Weeknd
More M’s,Drake
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar
Jenifer,Gabriel Diniz
Jingle Bell Rock,Anita Kerr Singers
Drug Addicts,Lil Pump
Easy Love,Lauv
Samsara 2015,Tungevaag
1 0 0 . m i l ‘,J. Cole
Thought You Should Know,Morgan Wallen
Seeing Green,Nicki Minaj
PAID,¥$
Follow,KAROL G
My Time,BTS
SummerThing!,AFROJACK
What They Want,Russ
Feel The Love,KIDS SEE GHOSTS
Jamais Vu,BTS
For Whom The Bell Tolls,J. Cole
Shake up Christmas,Train
2002,Sido
Give Me Your Love,Sigala
Sure Thing - Sped Up,Miguel
A Veces,Paulo Londra
ADMV,Maluma
Final Fantasy,Drake
SOS,SZA
What I Did for Love,David Guetta
Barbie Tingz,Nicki Minaj
What Ifs,Kane Brown
Out Of Love,Alessia Cara
March 14,Drake
Start Wit Me,Roddy Ricch
The Last Of The Real Ones,Fall Out Boy
Cry Baby,Megan Thee Stallion
Afterglow,Taylor Swift
Now And Then,The Beatles
Haunted (Taylor's Version),Taylor Swift
Empty,Juice WRLD
Ordinary Life,The Weeknd
A Keeper,Drake
LEVII'S JEANS,Beyoncé
R.E.M,Ariana Grande
ordinary things,Ariana Grande
Dying for You,Otto Knows
HOUSTONFORNICATION,Travis Scott
Cold December Night,Michael Bublé
Demons,Drake
Mary's Boy Child / Oh My Lord,Boney M.
obvious,Ariana Grande
7 Minute Drill,J. Cole
Long Live (Taylor's Version),Taylor Swift
No Te Debí Besar,C. Tangana
GOTTI,6ix9ine
I Warned Myself,Charlie Puth
Woman Like Me,Adele
ARASAN DA,UZI
Cocoon,Milky Chance
Cry for Me,Camila Cabello
Neymar,Capital Bra
AMERIICAN REQUIEM,Beyoncé
Helium,Sia
Ice Attack,Future
Punto G,KAROL G
ivy,Taylor Swift
Emotionally Scarred,Lil Baby
Empty Space,James Arthur
Rubbin Off The Paint,YBN Nahmir
Bahamas Promises,Drake
dorothea,Taylor Swift
coney island,Taylor Swift
Don't Pretend,Khalid
New Gold,Gorillaz
She's Mine Pt. 1,J. Cole
Sin,Young Thug
Boys,Charli XCX
I Just Can't,R3HAB
Ville Mentality,J. Cole
Flooded The Face,Lil Uzi Vert
Gangstas,Pop Smoke
Come back to me,RM
Bout A Million,Pop Smoke
Dancing in My Room,347aidan
False God,Taylor Swift
Somebody,Internet Money
Dawn FM,The Weeknd
YUKON (INTERLUDE),Joji
Party en el Barrio,Paulo Londra
Calling My Name,Drake
7 Minutes,Dean Lewis
P FKN R,Bad Bunny
Prisoner,The Weeknd
the light is coming,Ariana Grande
Talk,Yeat
No Return,Polo G
No Shame,5 Seconds of Summer
Beat the Odds,Lil Tjay
VUELVE CANDY B,Bad Bunny
PARASAIL,Travis Scott
Speechless (Full),Naomi Scott
Wir ticken,Capital Bra
Tried Our Best,Drake
Rich - Interlude,Kendrick Lamar
Timeless (Taylor’s Version) (From The Vault),Taylor Swift
Singapur,El Alfa
What Would Pluto Do,Drake
White Christmas,Amy Grant
Beg For It,Iggy Azalea
p u n c h i n ‘ . t h e . c l o c k,J. Cole
I Heard You’re Married,The Weeknd
If I Could Fly,One Direction
Last Kiss (Taylor's Version),Taylor Swift
No Good For You,Meghan Trainor
High,The Chainsmokers
BATICANO,Bad Bunny
2step,Ed Sheeran
Shut up My Moms Calling - (Sped Up),Hotel Ugly
BLACKBIIRD,Beyoncé
Fix You,Coldplay
DJ Play A Christmas Song,Cher
Trust,Justin Bieber
Project Dreams,Marshmello
Get Along Better,Drake
Say Amen (Saturday Night),Panic! At The Disco
psychofreak,Camila Cabello
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne
6 Kiss,Trippie Redd
The Adventures of Moon Man & Slim Shady,Kid Cudi
Sexual,NEIKED
Never Sleep,NAV
evermore,Taylor Swift
Drama 10,Shindy
Juicy,Doja Cat
DAUGHTER,Beyoncé
iT's YoU,ZAYN
Baby Don't Lie,Gwen Stefani
Olivia,One Direction
KEYS TO MY LIFE,¥$
The Spectre,Alan Walker
I'll Never Love Again - Film Version,Lady Gaga
BBO (Bad Bitches Only),Migos
Coño,Jason Derulo
LOST!,RM
Demeanor,Pop Smoke
long story short,Taylor Swift
Bailando - English Version,Enrique Iglesias
Say You Do,Sigala
Haja Colírio,Guilherme & Benuto
Body on Me,Rita Ora
goodnight n go,Ariana Grande
Puntos Suspensivos,Piso 21
SPAGHETTII,Beyoncé
Russian Roulette,Raaban
PAPERWORK,¥$
AP - Music from the film Boogie,Pop Smoke
Dip,Tyga
Do What U Want,Lady Gaga
Members Only,Drake
We Are The Champions - Remastered 2011,Queen
When The Beat Drops Out,Marlon Roudette
Lie,NF
Cheerleader - Felix Jaehn vs Salaam Remi Remix,OMI
CACHORRINHAS,Luísa Sonza
Chanel,Frank Ocean
De Una Vez,Selena Gomez
Cool,Alesso
Sharks,Imagine Dragons
Hold Me Up,Conrad Sewell
Liability,Lorde
Perfect Places,Lorde
My Type,Saweetie
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
Crazy Little Thing Called Love - Remastered 2011,Queen
Do It Right,Martin Solveig
Uh Huh,Julia Michaels
Dubai Shit,Huncho Jack
Digital Dash,Drake
Bad Memories,MEDUZA
IDOL,BTS
Foldin Clothes,J. Cole
You Don't Know Love,Olly Murs
16 CARRIAGES,Beyoncé
Currents,Drake
Nicht verdient,Capital Bra
Boom,Major Lazer
Since Way Back,Drake
París,Morat
All In It,Justin Bieber
pete davidson,Ariana Grande
These Walls,Dua Lipa
Cradles,Sub Urban
A.M.,One Direction
Never Grow Up (Taylor's Version),Taylor Swift
bad vibes forever,XXXTENTACION
Your Man,Joji
Throw Sum Mo,Rae Sremmurd
Same Love,Macklemore & Ryan Lewis
4 Your Eyez Only,J. Cole
Shots,Imagine Dragons
Kein Plan,Loredana
It Was Always You,Maroon 5
Make Believe,Juice WRLD
Puesto Pa' Guerrial,Bad Bunny
Treacherous (Taylor's Version),Taylor Swift
I don’t even speak spanish lol,XXXTENTACION
HOY COBRÉ,Bad Bunny
Cozy Little Christmas,Katy Perry
Love Is A Game,Adele
Every Hour,Kanye West
Mr. Morale,Kendrick Lamar
Famous,Mason Ramsey
Qué Maldición,Banda MS de Sergio Lizárraga
Poison,Rita Ora
Do You Hear What I Hear?,Bing Crosby
Save That Shit,Lil Peep
Closer to You,Jung Kook
Sun Comes Up,Rudimental
No Tellin',Drake
Hit Different,SZA
VULTURES,¥$
cowboy like me,Taylor Swift
Your Heart,Joyner Lucas
295,Sidhu Moose Wala
Sharing Locations,Meek Mill
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull
Del Mar,Ozuna
Fancy,Iggy Azalea
God Is,Kanye West
Tanta Falta,Bryant Myers
Somebody,Jung Kook
Lettre à une femme,Ninho
Fingías,Paloma Mami
The Kind of Love We Make,Luke Combs
İmdat,cakal
MALDITA POBREZA,Bad Bunny
Crown,Kendrick Lamar
Wish Wish,DJ Khaled
MOOD 4 EVA,Beyoncé
t h e . c l i m b . b a c k,J. Cole
Morph,Twenty One Pilots
Starry Eyes,The Weeknd
I'M THAT GIRL,Beyoncé
What Do You Love,Seeb
Water,Kanye West
I Might Need Security,Chance the Rapper
Ciumeira - Ao Vivo,Marília Mendonça
Chanel (Go Get It),Young Thug
You,benny blanco
Drew A Picasso,Drake
Come Back Home,Sofia Carson
EL MUNDO ES MÍO,Bad Bunny
Pretty Please,Dua Lipa
All of Me,John Legend
Shot Glass of Tears,Jung Kook
Angeklagt,Bonez MC
Baller los,MERO
Who,Lauv
Let Me Live,Rudimental
emo girl,mgk
Another Late Night,Drake
Thinking with My Dick,Kevin Gates
Feel My Rhythm,Red Velvet
Tongue Tied,Marshmello
All The Parties,Drake
Daylight,Joji
YA YA,Beyoncé
Fade Out Lines - The Avener Rework,The Avener
Self,Khalid
6 God,Drake
Down Under,Luude
Craving You,Thomas Rhett
F*****g Fans,Drake
Animals,Martin Garrix
Ela,Reynmen
Maze,Juice WRLD
Fuck it I love you,Lana Del Rey
MOJAITA,J Balvin
Cancer,Twenty One Pilots
Keep The Family Close,Drake
Flight's Booked,Drake
Clash,Dave
marjorie,Taylor Swift
Rolex,Capital Bra
Tequila,Dan + Shay
Haute,Tyga
Born Singer,BTS
Beggin For Thread,BANKS
Who Needs Love,Trippie Redd
Chasing Pavements,Adele
Down Bad,Dreamville
The Truth Untold,BTS
Something Special,Pop Smoke
Notice Me,SZA
I Guess It’s Fuck Me,Drake
You Broke My Heart,Drake
THE BADDEST,K/DA
Floating,ScHoolboy Q
To the Max,DJ Khaled
Gone Girl,SZA
Savage,aespa
Metro Spider,Metro Boomin
Real Friends,Kanye West
La Loto,TINI
Around Me,Metro Boomin
sneaky,21 Savage
Sauce!,XXXTENTACION
Sin Señal,Quevedo
Slimed In,Future
Too Sad to Dance,Jung Kook
Nephew,Smokepurpp
Wildberry Lillet,Nina Chuba
Whatever She Wants [BONUS],Bryson Tiller
That Way,Lil Uzi Vert
Technically Single,Tayler Buono
One Day,Logic
Ela me Falou Que Quer Rave,MC Levin
Crocodile Tearz,J. Cole
Antes de Perderte,Duki
Break Up In A Small Town,Sam Hunt
Redemption,Drake
Tu Veneno,J Balvin
Weston Road Flows,Drake
pop ur shit,21 Savage
BLACK PARADE,Beyoncé
L’enfer,Stromae
Best Life,Cardi B
Kelly Price,Migos
Let Me Know (I Wonder Why Freestyle),Juice WRLD
Bad Blood,Taylor Swift
Wild Side,Normani
CHURCH GIRL,Beyoncé
Get It Right,Diplo
Trumpsta - Djuro Remix,Contiez
All I Ask,Adele
Ready For Love,BLACKPINK
Indecente,Anitta
Innocent (Taylor's Version),Taylor Swift
21,Hunter Hayes
How Sweet,NewJeans
Scholarships,Drake
BEG FORGIVENESS,¥$
Bickenhead,Cardi B
Graduation,benny blanco
F2F,SZA
Blackberry Sky,Eno
We Dem Boyz,Wiz Khalifa
Auntie Diaries,Kendrick Lamar
Circles,Mac Miller
Sinceramente,Annalisa
BENDICIONES,Bad Bunny
run for the hills,Tate McRae
ASAP,NewJeans
Survival,Eminem
Is That For Me,Alesso
h u n g e r . o n . h i l l s i d e,J. Cole
In My Head,Juice WRLD
Zombie,Capital Bra
Better Man (Taylor's Version) (From The Vault),Taylor Swift
KARMA,Nimo
Holy Smokes,Trippie Redd
So Good,Zara Larsson
I Almost Do (Taylor's Version),Taylor Swift
Macetando,Ivete Sangalo
I Will Never Let You Down,Rita Ora
Get Up 10,Cardi B
Roadrunner,Bonez MC
DODI,Shindy
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin
Overnight,Logic
SI NO ES CONTIGO,Cris Mj
