title,author
Betrayal of Faith,Mark M. Bello
The Penultimate Peril,Lemony Snicket
All the Young Dudes,MsKingBean89
The Histories,Herodotus
Scars and Voices: And Other Stories,Adam Carpenter Welles
A Mango-Shaped Space,Wendy Mass
A Fairy Awesome Story,Ellie Aiden
لا تحزن,عائض القرني
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown
Congo,Michael Crichton
The Black Stallion,Walter Farley
El psicoanalista,John Katzenbach
Love & Gelato,Jenna Evans Welch
Heart of Night and Fire,Nisha J. Tuli
تراب الماس,أحمد مراد
The Book of Lost Names,Kristin Harmel
No Exit,Taylor  Adams
The Long Winter,Laura Ingalls Wilder
Fierce Love: Creating a Love that Lasts—One Conversation at a Time,Susan Scott
My Sister's Grave,Robert Dugoni
You Can Heal Your Life,Louise L. Hay
Blood and Chocolate,Annette Curtis Klause
Growing Up American,Rafael Polo
Life Song,Christine M. Knight
Lovely War,Julie Berry
Glass,Ellen Hopkins
Essentialism: The Disciplined Pursuit of Less,Greg McKeown
The Mountain's Morning Song,William Graney
Lost Horizon,James Hilton
Eona: The Last Dragoneye,Alison Goodman
Pygmalion,George Bernard Shaw
Restore Me,Tahereh Mafi
"The Holy Bible: New American Standard Version, NASB",Anonymous
The Baron in the Trees,Italo Calvino
To Hell and Back,Audie Murphy
Immoral Origins,Lee Matthew Goldberg
The Winter Sea,Susanna Kearsley
The Two Princesses of Bamarre,Gail Carson Levine
The Girl with All the Gifts,M.R. Carey
Creepy Carrots!,Aaron Reynolds
الحرافيش,Naguib Mahfouz
Orphan Train,Christina Baker Kline
Casino Royale,Ian Fleming
"Vietnam: An Epic Tragedy, 1945-1975",Max Hastings
The Luminaries,Eleanor Catton
Killing Johnny Miracle,J.K. Franko
Plague,Michael  Grant
The Stepford Wives,Ira Levin
Story of the Eye,Georges Bataille
Rules of Prey,John Sandford
The Vanishing Half,Brit Bennett
Dead Beat,Jim Butcher
Foundation and Empire,Isaac Asimov
Uzumaki,Junji Ito
Legacy of Shadows: An International Crime Thriller (The Family Legacy Series),Carolyn M. Bowen
Little Bee,Chris Cleave
"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A. Salvatore
Tree of Smoke,Denis Johnson
Fifth Business,Robertson Davies
Through the Ever Night,Veronica Rossi
1984,George Orwell
My Story,Elizabeth  Smart
The Feast of the Goat,Mario Vargas Llosa
Hell's Angels,Hunter S. Thompson
Angel,L.A. Weatherly
The Day the Crayons Quit,Drew Daywalt
Romancing Mister Bridgerton,Julia Quinn
Women Who Run With the Wolves,Clarissa Pinkola Estés
Grey,E.L. James
The Return of the King,J.R.R. Tolkien
أولاد حارتنا,Naguib Mahfouz
Altered Carbon,Richard K. Morgan
Truth,Aleatha Romig
The Yiddish Policemen's Union,Michael Chabon
My Soul to Take,Rachel Vincent
Annabel Horton: Lost Witch of Salem,Vera Jane Cook
"The Dark Is Rising Sequence (The Dark is Rising, #1-5)",Susan Cooper
L'Assommoir,Émile Zola
Lies,Michael  Grant
Embrace,Jessica Shirvington
Coming Storm,David J Morden
Rooftops of Tehran,Mahbod Seraji
The Arbitrator,Max Nowaz
Phantoms,Dean Koontz
The Kiss Quotient,Helen Hoang
Reversione: Reset the Future,Chris A. Jones
Last Chance to See,Douglas Adams
Titus Groan,Mervyn Peake
Crazy Rich Asians,Kevin Kwan
After Dunkirk,Lee     Jackson
Prince of Thorns,Mark  Lawrence
The Garden of Eden,Ernest Hemingway
Wool,Hugh Howey
God Emperor of Dune,Frank Herbert
"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss
Imagine Me,Tahereh Mafi
Eighth Grade Bites,Heather Brewer
Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory
Surrounded by Idiots,Thomas Erikson
Partials,Dan Wells
Falling Kingdoms,Morgan Rhodes
Blankets,Craig Thompson
The Dot,Peter H. Reynolds
Feet of Clay,Terry Pratchett
The Orphan Master's Son,Adam  Johnson
The Zodiac Legacy: Convergence,Stan Lee
Burr,Gore Vidal
Wolf Hustle: A Black Woman on Wall Street,Cin Fabré
Murder at the Vicarage,Agatha Christie
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller
Independent People,Halldór Laxness
Enclave,Ann Aguirre
Anxious People,Fredrik Backman
Mission: Subhero,Linda    Armstrong
Gorky Park,Martin Cruz Smith
Dash & Lily's Book of Dares,Rachel Cohn
The Omen,David Seltzer
Lover Reborn,J.R. Ward
If You Could See Me Now,Cecelia Ahern
Special Topics in Calamity Physics,Marisha Pessl
Cloudstreet,Tim Winton
Iron Widow,Xiran Jay Zhao
SMILES FOR THE HOLIDAYS: Silly Seasonal Short Stories,Nancy O'Meara
We Are Okay,Nina LaCour
On Chesil Beach,Ian McEwan
Slouching Towards Bethlehem,Joan Didion
The Song of Achilles,Madeline Miller
The Little Sister,Raymond Chandler
The Nanny Diaries,Emma McLaughlin
In and Out of Step,Christine M. Knight
The Lions of Al-Rassan,Guy Gavriel Kay
Archangel's Kiss,Nalini Singh
Torment,Lindsay Anne Kendal
Memories Of My Future,Ammar Habib
The Maze of Bones,Rick Riordan
Five Survive,Holly  Jackson
Millennium Approaches,Tony Kushner
Revelations,Lindsay Anne Kendal
The Monk,Matthew Gregory Lewis
The Cay,Theodore Taylor
The Memoirs of Sherlock Holmes,Arthur Conan Doyle
A Little Life,Hanya Yanagihara
Labyrinth,Kate Mosse
Against Nature,Joris-Karl Huysmans
The Feminine Mystique,Betty Friedan
Have a Little Faith: a True Story,Mitch Albom
The 4-Hour Workweek,Timothy Ferriss
The Trial and Death of Socrates,Plato
The Viscount Who Loved Me,Julia Quinn
The End of Everything,Megan Abbott
The Grace Year,Kim Liggett
Dream Story,Arthur Schnitzler
If We Were Villains,M.L. Rio
Miss Lonelyhearts / The Day of the Locust,Nathanael West
The Strain,Guillermo del Toro
Filth,Irvine Welsh
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen
Found,Margaret Peterson Haddix
Heart Bones,Colleen Hoover
The Last Lumenian,S.G. Blaise
Deliverance,James Dickey
Sweet Peril,Wendy Higgins
The Raw Shark Texts,Steven  Hall
The Raven King,Nora Sakavic
Ace of Spades,Faridah Àbíké-Íyímídé
The Warrior's Apprentice,Lois McMaster Bujold
The Goddess Test,Aimee Carter
Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt
"Clockwork Angel; Clockwork Prince; Clockwork Princess (The Infernal Devices, #1-3)",Cassandra Clare
The Chrysalids,John Wyndham
Silver Shadows,Richelle Mead
Shades of Grey,Jasper Fforde
Jamaica Inn,Daphne du Maurier
The Clown,Heinrich Böll
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson
"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself",Sheleana Aiyana
UnWholly,Neal Shusterman
Death with Interruptions,José Saramago
Infinity,Sherrilyn Kenyon
The Moment of Lift: How Empowering Women Changes the World,Melinda French Gates
Snow,Orhan Pamuk
The Sorrow of War,Bảo Ninh
Hunger,Michael  Grant
The Duke and I,Julia Quinn
Tears of Tess,Pepper Winters
The Humans,Matt Haig
The Way I Used to Be,Amber   Smith
13 Little Blue Envelopes,Maureen Johnson
The Paris Affair,Melanie Hudson
SOME ANIMALS (THE COMPANION CHRONICLES Book 1),Joshua Todd James
The Myth of Sisyphus and Other Essays,Albert Camus
The Bone People,Keri Hulme
The Cousins,Karen M. McManus
Beneath This Man,Jodi Ellen Malpas
Revival,Stephen King
Tara Road,Maeve Binchy
The Lost Colony,Eoin Colfer
Fatherland,Robert   Harris
What WE Lost: Inside The Attack on Canada’s Largest Children’s Charity,Tawfiq S. Rangwala
The Bad Seed,Jory John
The Magic Misfits,Neil Patrick Harris
Children of the Mind,Orson Scott Card
"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice",Christopher Pike
All Systems Red,Martha Wells
Fear,Michael  Grant
The Bonesetter's Daughter,Amy Tan
Love Unscripted,Tina Reber
Einstein’s Dreams,Alan Lightman
The Exiled Queen,Cinda Williams Chima
Harry Potter and the Methods of Rationality,Eliezer Yudkowsky
Heir to the Empire,Timothy Zahn
Fool Moon,Jim Butcher
Skinny Legs and All,Tom Robbins
The Portable Dorothy Parker,Dorothy Parker
The Big Short: Inside the Doomsday Machine,Michael   Lewis
The Indian in the Cupboard,Lynne Reid Banks
The Running Man,Richard Bachman
Aurora Rising,Amie Kaufman
Convenience Store Woman,Sayaka Murata
Apollyon,Jennifer L. Armentrout
What Alice Forgot,Liane Moriarty
"Drum Beats, Heart Beats",Maria Nhambu
Coma,Robin Cook
Slated,Teri Terry
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh
Never Never,Colleen Hoover
The Paris Wife,Paula McLain
A Bright Shining Lie: John Paul Vann and America in Vietnam,Neil Sheehan
Survivor Song,Paul Tremblay
The First Step,Tao Wong
Virals,Kathy Reichs
The Slippery Slope,Lemony Snicket
The Education of Little Tree,Forrest Carter
Vampire Origins - Project Ichorous,Riley Banks
"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty... And Start Speaking Up, Saying No, Asking Boldly, And Unapologetically Being Yourself",Aziz Gazipura
Spellbound in His Arms,Angel Sefer
The Swiss Family Robinson,Johann David Wyss
Forsaken,Lisa Renee Jones
Loving Frank,Nancy Horan
The Sorcerer in the North,John Flanagan
Green Rider,Kristen Britain
King Rat,James Clavell
Library of Souls,Ransom Riggs
Lincoln,Gore Vidal
The Blood Legacy: A Xianxia Cultivation Fantasy (The Divine Elements Book 1),Daman
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins
Sula,Toni Morrison
"Brownout - 666: A journey through sex, love and violence in the ultimate search",John Richard Spencer
Love Auction: Too Risky to Love Again,Sharon Carter
In Our Bones,Pernell Plath Meier
You,Caroline Kepnes
Pride and Prejudice and Zombies,Seth Grahame-Smith
Revolution,Jennifer Donnelly
Rule,Jay Crownover
Stones,L.C. Conn
Homeland,R.A. Salvatore
Wir Kinder vom Bahnhof Zoo,Christiane V. Felscherinow
The Fairy Next Book,Ellie Aiden
Kisscut,Karin Slaughter
The Duke of D.C.: The American Dream,James Allen Moseley
Exquisite Corpse,Poppy Z. Brite
Flags of Our Fathers,James D. Bradley
One Grave at a Time,Jeaniene Frost
Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron
The Fairiest Fairy of Them All,Ellie Aiden
Raised by Wolves,Jennifer Lynn Barnes
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg
The Beautiful and Damned,F. Scott Fitzgerald
Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte
Changes,Jim Butcher
Life... Love... Kumbh...,Aporva Kala
Pleasure Unbound,Larissa Ione
The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins
Circle of Friends,Maeve Binchy
"The Absolute Sandman, Volume 1",Neil Gaiman
Conversations with Friends,Sally Rooney
Sown in Tears: A Historical Novel of Love and Struggle,Beverly Magid
"Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (The Path to Calm Book 1)",Nick Trenton
The Robe,Lloyd C. Douglas
Lord Foul's Bane,Stephen R. Donaldson
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman
The Lost Boy,Dave Pelzer
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes
Non Violent Communication A Language of Life,Marshall B. Rosenberg
The Fairy-Tale Detectives,Michael Buckley
These Broken Stars,Amie Kaufman
River Secrets,Shannon Hale
The Killing Dance,Laurell K. Hamilton
The Spitfire Girls,Soraya M. Lane
The Winner's Crime,Marie Rutkoski
The Known World,Edward P. Jones
"Read People Like a Book: How to Analyze, Understand, and Predict People’s Emotions, Thoughts, Intentions, and Behaviors",Patrick King
Fantastic Mr. Fox,Roald Dahl
Keys to the Demon Prison,Brandon Mull
The Wall of Winnipeg and Me,Mariana Zapata
End of Days,Susan Ee
The Aleph and Other Stories,Jorge Luis Borges
"The Most Magnificent Thing (Most Magnificent, 1)",Ashley Spires
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore
The Sheltering Sky,Paul Bowles
Taking Chances,Molly McAdams
A Thousand Acres,Jane Smiley
Pinocchio,Carlo Collodi
The Diamond Eye,Kate Quinn
"The Complete Wreck (A Series of Unfortunate Events, #1-13)",Lemony Snicket
The City & the City,China Miéville
The Bridge of San Luis Rey,Thornton Wilder
Who Has Buried the Dead?: From Stalin to Putin … The last great secret of World War Two,K.G.E. Konkel
March,Geraldine Brooks
The Mysterious Benedict Society and the Prisoner's Dilemma,Trenton Lee Stewart
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger
Travesuras de la niña mala,Mario Vargas Llosa
The Icebound Land,John Flanagan
Before We Were Yours,Lisa Wingate
Snow Country,Yasunari Kawabata
Eliza and Her Monsters,Francesca Zappia
The Poet X,Elizabeth Acevedo
The Largesse of the Sea Maiden,Denis Johnson
Beneath a Scarlet Sky,Mark T. Sullivan
Everything I Know About Love,Dolly Alderton
The Tortilla Curtain,T. Coraghessan Boyle
Hourglass,Claudia Gray
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein
Influence: The Psychology of Persuasion,Robert B. Cialdini
Grave Peril,Jim Butcher
Strengths Finder 2.0,Tom Rath
Junky,William S. Burroughs
And the Ass Saw the Angel,Nick Cave
What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe
The Guest List,Lucy Foley
Moving Pictures,Terry Pratchett
Best Served Cold,Joe Abercrombie
Rubáiyát of Omar Khayyám,Omar Khayyám
Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss
The Secret of the Old Clock,Carolyn Keene
Hannibal Rising,Thomas  Harris
"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer
The Anthropocene Reviewed,John Green
Enemies Among Us,Jeffrey S.  Stephens
The Girl in the Eagle's Talons,Karin Smirnoff
High-Rise,J.G. Ballard
"Farewell, My Lovely",Raymond Chandler
The Mad Ship,Robin Hobb
A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell
Everlost,Neal Shusterman
The Unwanteds,Lisa McMann
Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen (Kara) Brueggeman
Austenland,Shannon Hale
The Truth: Stage Adaptation,Stephen Briggs
The Lady in the Lake,Raymond Chandler
The Numbing,Flint Maxwell
Time's Arrow,Martin Amis
The Book of Occult,Simon W. Clark
"Searching for Ganesha: Collecting Images of the Sweet-Loving, Elephant-Headed Hindu Deity Everybody Admires",Paul Spencer Sochaczewski
The House Next Door,Anne Rivers Siddons
The House: Uncorrected Proof,Bentley Little
Erotic Nights of the Living Dead,Laura Gemser
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis
True Grit,Charles Portis
The Child Thief,Brom
The Book of Illusions,Paul Auster
"Karolina Dalca, Dark Eyes",M.R. Noble
Things We Never Got Over,Lucy Score
Almost Transparent Blue,Ryū Murakami
United We Spy,Ally Carter
Emily of New Moon,L.M. Montgomery
The Circle,Dave Eggers
Paula,Isabel Allende
Lioness Rampant,Tamora Pierce
His Majesty's Dragon,Naomi Novik
In Farleigh Field,Rhys Bowen
The Two Towers,J.R.R. Tolkien
Fierce Invalids Home from Hot Climates,Tom Robbins
A Raisin in the Sun,Lorraine Hansberry
Don't Look Back,Jennifer L. Armentrout
The Moses Expedition,Juan Gómez-Jurado
Song Bird: Matters of the Heart,Christine M. Knight
"Winter: A Berlin Family, 1899-1945",Len Deighton
The Archived,Victoria Schwab
Naked,David Sedaris
House of Spies,Daniel Silva
It Starts with Us,Colleen Hoover
Esperanza Rising,Pam Muñoz Ryan
The Invisible Boy,Trudy Ludwig
Playing for Keeps,R.L. Mathewson
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall
Fever 1793,Laurie Halse Anderson
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain
Thief,Tarryn Fisher
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum
Magic's Pawn,Mercedes Lackey
Entwined,Heather Dixon Wallwork
Dragon Slippers,Jessica Day George
Knife of Dreams,Robert Jordan
In Defense of Food: An Eater's Manifesto,Michael Pollan
Before They Are Hanged,Joe Abercrombie
The Meat Market,James Chalk
The Rose & the Dagger,Renée Ahdieh
Carrie Soto Is Back,Taylor Jenkins Reid
The Manuscript Found in Saragossa,Jan Potocki
Isla and the Happily Ever After,Stephanie Perkins
The Devotion of Suspect X,Keigo Higashino
Carpe Jugulum,Terry Pratchett
Bloodrose,Andrea Cremer
Novel with Cocaine,M. Agueev
Walden & Civil Disobedience,Henry David Thoreau
I Fell in Love With Hope,Lancali
The Candidate and other stories,Samuel R. George
"Rabbit, Run",John Updike
True Teryn,S.G. Blaise
Broken Promises,Anne  Willow
A Reaper at the Gates,Sabaa Tahir
Confessions of an Ugly Stepsister,Gregory Maguire
Strangers,Dean Koontz
Flowers for Algernon,Daniel Keyes
Memórias Póstumas de Brás Cubas,Machado de Assis
The Six Wives of Henry VIII,Alison Weir
Midnight Awakening,Lara Adrian
Worm,Wildbow
The Overstory,Richard Powers
The Grim Grotto,Lemony Snicket
The Kindly Ones,Jonathan Littell
Here Be Dragons,Sharon Kay Penman
The Lost Girls,John Glatt
"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover
Archenemies,Marissa Meyer
The Consequence of Anna,Kate Birkin
Demon from the Dark,Kresley Cole
The Lost World,Arthur Conan Doyle
The Diamond of London,Andrea Penrose
Going Too Far,Jennifer Echols
Midnight,L.J. Smith
Sundays at Tiffany's,James Patterson
Storm Surge: Book Two of the Stormsong Trilogy,Stephen A. Reger
Maskerade,Terry Pratchett
Storm Born,Richelle Mead
Finding Audrey,Sophie Kinsella
Genghis Khan and the Making of the Modern World,Jack Weatherford
Where There's Smoke,Kirsten Fullmer
The Ancestor,Lee Matthew Goldberg
Hold Me Tight: Seven Conversations for a Lifetime of Love,Sue Johnson
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman
Trouble on Main Street,Kirsten Fullmer
"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",Michelle Knight
Grace,Beverley Watts
Men at Arms,Terry Pratchett
Sour Candy,Kealan Patrick Burke
Twisted Lies,Ana Huang
Gone for Good,Harlan Coben
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall
Life After Darkness: Finding Healing and Happiness After the Cleveland Kidnappings,Michelle Knight
Little Owl's Night,Divya Srinivasan
Froi of the Exiles,Melina Marchetta
Through the Looking-Glass and What Alice Found There,Lewis Carroll
Death in Venice and Other Tales,Thomas Mann
Burial Rites,Hannah Kent
Ward D,Freida McFadden
House of Marionne,J. Elle
Devourer of Men,Nikki St. Crowe
Night of the Mannequins,Stephen Graham Jones
Moneyball,Michael   Lewis
ذاكرة الجسد,Ahlam Mosteghanemi
Boy Meets Boy,David Levithan
Kiss of Crimson,Lara Adrian
"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan
The Invention of Wings,Sue Monk Kidd
Persona normal,Benito Taibo
Billy Summers,Stephen King
The Elementary Particles,Michel Houellebecq
Crashing Down to Earth,Terry  Reid
Carmilla,J. Sheridan Le Fanu
"Little, Big",John Crowley
Dress Your Family in Corduroy and Denim,David Sedaris
The Canterville Ghost,Oscar Wilde
A Decade of Desire: Erotic Memoirs from The Office Diaries,Charles Dyson
The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum
A Good Girl's Guide to Murder,Holly  Jackson
"That Was Then, This Is Now",S.E. Hinton
A Swiftly Tilting Planet,Madeleine L'Engle
An Absolutely Remarkable Thing,Hank Green
The Holy Bible: English Standard Version,Anonymous
Glamorama,Bret Easton Ellis
The Story of a New Name,Elena Ferrante
Tender Is the Flesh,Agustina Bazterrica
My Man Jeeves,P.G. Wodehouse
"Capital: A Critique of Political Economy, Volume 1",Karl Marx
The Toll,Neal Shusterman
A Simple Favor,Darcey Bell
The Program,Suzanne Young
A Column of Fire,Ken Follett
A Grimm Warning,Chris Colfer
Addicted to You,Krista Ritchie
"It Ain't Me, Babe",Tillie Cole
The Butterfly Garden,Dot Hutchison
Blood And Gold,Anne Rice
Death Masks,Jim Butcher
The Crown,Kiera Cass
Going Bovine,Libba Bray
"Fracture Me (Shatter Me, #2.5)",Tahereh Mafi
This Is Where It Ends,Marieke Nijkamp
A Curse So Dark and Lonely,Brigid Kemmerer
The Drowning Woman,Robyn Harding
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid
The Blinding Knife,Brent Weeks
The Memoirs of Cleopatra,Margaret George
The Dovekeepers,Alice Hoffman
The House at Pooh Corner and Now We Are Six,A.A. Milne
The Gods Themselves,Isaac Asimov
Two Can Keep a Secret,Karen M. McManus
Gormenghast,Mervyn Peake
The Lover,Marguerite Duras
Night School,C.J. Daugherty
Joyland,Stephen King
Earth Abides,George R. Stewart
"Flow My Tears, the Policeman Said",Philip K. Dick
The Hollow,Jessica Verday
Unaccustomed Earth,Jhumpa Lahiri
يوتوبيا,أحمد خالد توفيق
Revenge of the Witch,Joseph  Delaney
My Wolf's Bane,Veronica Blade
Night Embrace,Sherrilyn Kenyon
The Curse of Chalion,Lois McMaster Bujold
The Body,Robin Waterfield
Harrow the Ninth,Tamsyn Muir
Still Life,Louise Penny
The Testaments,Margaret Atwood
Aztec,Gary Jennings
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee
Tampa,Alissa Nutting
Midnight Sun,Stephenie Meyer
Back To You,Steve  Bates
Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson
Silence,Shūsaku Endō
Prozac Nation,Elizabeth Wurtzel
Illusions,Aprilynne Pike
A Promised Land,Barack Obama
Red Seas Under Red Skies,Scott Lynch
"Beautiful World, Where Are You",Sally Rooney
The Mote in God's Eye,Larry Niven
Vathek,William Beckford
Time Enough for Love,Robert A. Heinlein
The Unhoneymooners,Christina Lauren
The Tombs of Atuan,Ursula K. Le Guin
Crown of Midnight,Sarah J. Maas
Welcome to the Monkey House,Kurt Vonnegut Jr.
Bloody Bones,Laurell K. Hamilton
The Amazing Maurice and His Educated Rodents,Terry Pratchett
A Fraction of the Whole,Steve Toltz
The Silkworm,Robert Galbraith
The Constant Gardener,John le Carré
An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith
His Forefathers and Mick,Michael G. Kramer
The Last Juror,John Grisham
The Lord God Made Them All,James Herriot
The Last Ever After,Soman Chainani
Secrets of the Realm,Bev Stout
Vanishing Acts,Jodi Picoult
The Laughing Corpse,Laurell K. Hamilton
Daemon,Daniel Suarez
Snuff,Chuck Palahniuk
Touch of Power,Maria V. Snyder
The Merchant of Death,D.J. MacHale
Of Love and Other Demons,Gabriel García Márquez
Searching For Zen: A Tale Of Divine Destiny,Albert T. Franklin
Coin Locker Babies,Ryū Murakami
The Bourne Supremacy,Robert Ludlum
Patriot Games,Tom Clancy
Genghis: Birth of an Empire,Conn Iggulden
Bel-Ami,Guy de Maupassant
Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof
The Good Girl,Mary Kubica
"How the World Really Works: A Scientist's Guide to Our Past, Present and Future",Vaclav Smil
Making Money,Terry Pratchett
The Best and the Brightest,David Halberstam
Donde los árboles cantan,Laura Gallego
Without Remorse,Tom Clancy
Nimona,N.D. Stevenson
The Darkest Hour,Erin Hunter
Getting Things Done: The Art of Stress-Free Productivity,David    Allen
The 16 Undeniable Laws of Communication: Apply Them and Make the Most of Your Message,John C. Maxwell
Driven,K. Bromberg
Thirteen for Dinner,Kathleen Lopez
Sempre,J.M. Darhower
Purple Hibiscus,Chimamanda Ngozi Adichie
Kiss an Angel,Susan Elizabeth Phillips
Tiger's Destiny,Colleen Houck
The Retribution of Mara Dyer,Michelle Hodkin
Déjà Dead,Kathy Reichs
The Chestnut Man,Søren Sveistrup
Desperation,Stephen King
The Opal Deception,Eoin Colfer
Blood Rites,Jim Butcher
Treacherous Estate,Behcet Kaya
The Witch of Portobello,Paulo Coelho
Small Great Things,Jodi Picoult
Nevermore,James Patterson
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle
The Sailor Who Fell from Grace with the Sea,Yukio Mishima
Narcopolis,Jeet Thayil
The Girl with the Porcelain Lips,A.R. Merrydew
The Distance Between Us,Kasie West
The Storyteller,Antonia Michaelis
The Leopard,Giuseppe Tomasi di Lampedusa
The Children Act,Ian McEwan
Wings of Fire: An Autobiography,A.P.J. Abdul Kalam
Hope: A Memoir of Survival in Cleveland,Amanda     Berry
The Moviegoer,Walker Percy
Wolfsbane,Andrea Cremer
Ten Tiny Breaths,K.A. Tucker
Little Blue Truck,Alice Schertle
An Instance of the Fingerpost,Iain Pears
Kiss of Death,Rachel Caine
The Room,Hubert Selby Jr.
The Call to Serve,Cece Whittaker
La catedral del mar,Ildefonso Falcones
Keep It in the Family,John Marrs
No. 23 Burlington Square,Jenni Keer
Kingdom of the Cursed,Kerri Maniscalco
The Secret Life of Sunflowers,Marta Molnar
The Sugar Queen,Sarah Addison Allen
Alexander Hamilton,Ron Chernow
Mein Kampf,Adolf Hitler
Light,Michael  Grant
The Complete Essays,Michel de Montaigne
The Amityville Horror,Jay Anson
A Summer of Good-Byes (Blue Triangle Press Book 2),Fred Misurella
Cinderella Is Dead,Kalynn  Bayron
Earth of Another Kind,Steven Decker
A Fistful of Charms,Kim Harrison
The Queen of Attolia,Megan Whalen Turner
Her Final Breath,Robert Dugoni
Almond,Sohn Won-Pyung
Unspeakable Things,Jess Lourey
Mark of the Lion Trilogy,Francine Rivers
All Creatures Great and Small / All Things Bright and Beautiful,James Herriot
The Fan Man,William Kotzwinkle
The Hangman's Daughter,Oliver Pötzsch
Rebel of the Sands,Alwyn Hamilton
The Dark Half,Stephen King
Golden Fool,Robin Hobb
Hoodwinked: Uncovering Our Fundamental Superstitions,Larry  Gottlieb
Big Sur,Jack Kerouac
The Sorceress,Michael Scott
Krabat,Otfried Preußler
On the Banks of Plum Creek,Laura Ingalls Wilder
The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward
The Cabin at the End of the World,Paul Tremblay
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson
Into the Wilderness,Sara Donati
Souls Unfractured,Tillie Cole
Forever Amber,Kathleen Winsor
Ocean Sea,Alessandro Baricco
Everyone Poops,Taro Gomi
The Demigod Diaries,Rick Riordan
The Memory Keeper of Kyiv,Erin Litteken
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins
Hinds' Feet on High Places,Hannah Hurnard
Sobre héroes y tumbas,Ernesto Sabato
East,Edith Pattou
Median Gray,Bill Mesce Jr.
The Mother Tongue: English and How It Got That Way,Bill Bryson
"Collected Poems, 1909-1962",T.S. Eliot
Moon Tiger,Penelope Lively
The Lottery,Shirley Jackson
The City of Light,Flint Maxwell
Under the Tuscan Sun: At Home in Italy,Frances Mayes
Lessons in Chemistry,Bonnie Garmus
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson
Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson
No Rest for the Wicked,Kresley Cole
The Island,Victoria Hislop
The Travelling Cat Chronicles,Hiro Arikawa
